transaction_id,timestamp,sender_id,receiver_id,amount,currency,tx_type,is_fraud,flag_reason
TXN-90955210,2026-01-25T00:57:00.187276,ACC-0640-NKQH,ACC-5900-CNXF,6456.19,USD,internal,0,
TXN-69051363,2026-01-11T00:47:00.187276,ACC-7099-CPXC,ACC-4739-QGFO,7021.65,USD,ach,0,
TXN-39885046,2025-12-19T00:09:00.187276,ACC-4283-KWUY,ACC-4048-YPOO,13989.11,USD,internal,0,
TXN-63453360,2026-04-13T13:45:00.187276,ACC-0078-BYKV,ACC-6849-GUOW,3338.43,USD,ach,0,
TXN-19913063,2026-04-20T22:00:00.187276,ACC-9715-GQPO,ACC-4850-YYUJ,8078.69,USD,wire,0,
TXN-58814008,2026-03-08T03:06:00.187276,ACC-7229-BQGW,ACC-4739-QGFO,5443.93,USD,ach,0,
TXN-83681405,2026-05-16T11:40:00.187276,ACC-6987-MLVW,ACC-7099-CPXC,1765.09,USD,internal,0,
TXN-56816647,2026-04-02T03:07:00.187276,ACC-3700-QZNW,ACC-0036-HDOW,14385.51,USD,internal,0,
TXN-82825367,2026-03-15T22:34:00.187276,ACC-2280-VMVP,ACC-1625-PKIJ,13674.47,USD,internal,0,
TXN-49843526,2026-04-19T11:38:00.187276,ACC-8060-APOY,ACC-9614-XKQA,2928.06,USD,wire,0,
TXN-03877168,2026-01-02T00:59:00.187276,ACC-7099-CPXC,ACC-0634-OPGP,1028.8,USD,ach,0,
TXN-88596759,2026-06-02T09:03:00.187276,ACC-5586-JMMG,ACC-6439-UBCZ,13185.63,USD,swift,0,
TXN-56676644,2026-05-22T21:57:00.187276,ACC-5815-OWDA,ACC-9500-KEMX,10767.18,USD,wire,0,
TXN-84399320,2025-12-30T21:13:00.187276,ACC-2662-WECQ,ACC-7230-ENSG,1103.11,USD,ach,0,
TXN-44636748,2026-02-13T08:34:00.187276,ACC-0850-MXFO,ACC-1968-NBYW,4780.24,USD,swift,0,
TXN-20421864,2026-05-29T05:44:00.187276,ACC-3993-TGSA,ACC-2149-VUDK,9755.2,USD,wire,1,structuring|off_hours
TXN-37124243,2026-02-21T16:29:00.187276,ACC-2280-VMVP,ACC-8620-EARQ,13904.03,USD,swift,0,
TXN-27359984,2026-03-20T16:11:00.187276,ACC-5673-LFQT,ACC-0303-UHBZ,2088.9,USD,swift,0,
TXN-38088504,2026-04-27T04:50:00.187276,ACC-2212-TFGZ,ACC-0064-WODP,9736.71,USD,wire,0,
TXN-17206949,2026-04-29T12:19:00.187276,ACC-7099-CPXC,ACC-6344-OXGO,8969.99,USD,wire,0,
TXN-99599396,2026-02-25T01:57:00.187276,ACC-3597-KHOD,ACC-7421-DLCM,6219.18,USD,ach,0,
TXN-67973107,2026-01-19T00:24:00.187276,ACC-2662-WECQ,ACC-2446-IMOY,1763.61,USD,wire,0,
TXN-47481691,2026-04-28T09:51:00.187276,ACC-7172-GIQB,ACC-0522-SEZC,1057.07,USD,wire,0,
TXN-90216242,2026-01-28T18:47:00.187276,ACC-7229-BQGW,ACC-7763-RRAB,1966.82,USD,ach,0,
TXN-70443998,2026-01-03T05:49:00.187276,ACC-9841-XCIO,ACC-1586-BRCN,148913.34,USD,internal,1,large_transfer|off_hours
TXN-45786912,2026-02-27T03:20:00.187276,ACC-8795-ZOQY,ACC-6849-GUOW,1461.26,USD,swift,1,off_hours|smurfing
TXN-85311932,2026-04-06T09:32:00.187276,ACC-4850-YYUJ,ACC-4230-NHQJ,1677.05,USD,wire,0,
TXN-70434837,2026-02-18T00:07:00.187276,ACC-1343-YUMZ,ACC-6247-NKGO,13300.72,USD,wire,0,
TXN-05205247,2025-12-27T20:04:00.187276,ACC-4613-OTIS,ACC-4109-KYML,8704.57,USD,ach,0,
TXN-70642351,2025-12-18T12:26:00.187276,ACC-1992-AVFL,ACC-4944-FXJX,9825.93,USD,ach,0,
TXN-37949326,2026-03-12T07:24:00.187276,ACC-5851-BJFQ,ACC-6247-NKGO,12864.6,USD,ach,0,
TXN-86262708,2026-04-06T11:42:00.187276,ACC-1877-IYLU,ACC-1515-PFEI,208.35,USD,ach,0,
TXN-76991646,2026-05-15T16:20:00.187276,ACC-4610-MBAA,ACC-9680-LSCO,2430.38,USD,ach,0,
TXN-24549910,2026-04-11T06:12:00.187276,ACC-4850-YYUJ,ACC-1124-SOAJ,989.77,USD,internal,0,
TXN-10186670,2026-02-05T20:52:00.187276,ACC-2498-ROZQ,ACC-2428-YFEX,7071.63,USD,swift,0,
TXN-14372757,2025-12-19T20:51:00.187276,ACC-9209-SNGQ,ACC-0021-ZDAL,12453.22,USD,internal,0,
TXN-22054300,2026-05-06T12:46:00.187276,ACC-6001-GSVS,ACC-3597-KHOD,5511.19,USD,wire,0,
TXN-79242506,2026-04-20T03:34:00.187276,ACC-7753-YQDB,ACC-2750-KPNZ,6117.34,USD,internal,0,
TXN-22917777,2026-04-12T11:06:00.187276,ACC-7226-BBFO,ACC-4356-SSZP,6626.49,USD,ach,0,
TXN-85737548,2025-12-28T11:51:00.187276,ACC-9794-NASO,ACC-7937-EVBY,2402.49,USD,wire,0,
TXN-17897088,2026-05-27T02:36:00.187276,ACC-5393-LCZP,ACC-0248-AWBN,10144.68,USD,swift,0,
TXN-83472405,2026-01-31T13:20:00.187276,ACC-9500-KEMX,ACC-7412-BCEU,3692.87,USD,ach,0,
TXN-24944498,2026-05-04T13:20:00.187276,ACC-4109-KYML,ACC-5900-CNXF,13367.43,USD,ach,0,
TXN-16199683,2025-12-23T00:26:00.187276,ACC-0115-ZMEK,ACC-5892-MVLV,9010.39,USD,wire,0,
TXN-75177377,2026-05-27T04:15:00.187276,ACC-7228-YSYB,ACC-4944-FXJX,13016.17,USD,ach,0,
TXN-73475182,2026-02-03T08:48:00.187276,ACC-1835-PXJI,ACC-2212-TFGZ,2769.17,USD,internal,0,
TXN-94982207,2026-01-20T18:53:00.187276,ACC-0986-PEOK,ACC-6124-BPTV,8879.41,USD,ach,0,
TXN-11533875,2026-03-15T07:18:00.187276,ACC-3508-LUMJ,ACC-6018-ESKO,12900.9,USD,swift,0,
TXN-17288161,2026-01-16T14:16:00.187276,ACC-0192-FUHU,ACC-9388-GPIW,633.6,USD,wire,0,
TXN-79963993,2026-01-01T10:52:00.187276,ACC-2422-WJCT,ACC-0783-QPQL,12421.45,USD,swift,0,
TXN-15008016,2026-04-21T08:33:00.187276,ACC-9388-GPIW,ACC-8291-FLED,3480.82,USD,swift,0,
TXN-10298435,2026-03-16T06:47:00.187276,ACC-2260-RBDT,ACC-2506-PTOT,6411.07,USD,internal,0,
TXN-74329431,2026-04-10T03:08:00.187276,ACC-2280-VMVP,ACC-9388-GPIW,13157.66,USD,swift,0,
TXN-91534672,2026-02-12T01:10:00.187276,ACC-7099-CPXC,ACC-7787-USXO,7861.98,USD,wire,0,
TXN-69006525,2026-03-15T15:23:00.187276,ACC-6078-HYTP,ACC-1877-IYLU,5465.93,USD,ach,0,
TXN-44160607,2026-03-28T15:47:00.187276,ACC-5586-JMMG,ACC-7701-XHLG,8491.82,USD,internal,0,
TXN-62779790,2026-06-01T07:58:00.187276,ACC-1609-VIVQ,ACC-7230-ENSG,7262.89,USD,internal,0,
TXN-39270743,2026-05-01T12:40:00.187276,ACC-4739-QGFO,ACC-7787-USXO,5198.13,USD,swift,0,
TXN-65667377,2026-01-13T16:17:00.187276,ACC-1515-PFEI,ACC-6439-UBCZ,14241.22,USD,wire,0,
TXN-18775004,2026-02-01T11:35:00.187276,ACC-1326-USAH,ACC-5602-HIUK,10471.01,USD,wire,0,
TXN-26442403,2026-01-19T01:50:00.187276,ACC-0120-ZCJY,ACC-9175-KWZI,1400.37,USD,wire,1,off_hours|smurfing
TXN-88630057,2026-03-17T07:49:00.187276,ACC-0926-ANOM,ACC-6047-IZOL,14454.77,USD,wire,0,
TXN-64389672,2026-01-22T15:41:00.187276,ACC-3508-LUMJ,ACC-1370-ISNN,13964.84,USD,internal,0,
TXN-49856009,2026-01-26T21:00:00.187276,ACC-0115-ZMEK,ACC-0192-FUHU,3513.48,USD,ach,0,
TXN-59075467,2026-05-29T20:33:00.187276,ACC-3579-PZUP,ACC-4345-GDCM,1348.3,USD,internal,0,
TXN-22366956,2026-03-21T06:52:00.187276,ACC-5851-BJFQ,ACC-9592-QVZL,7790.25,USD,wire,0,
TXN-37356283,2026-01-01T12:28:00.187276,ACC-0021-ZDAL,ACC-5842-NZFN,5254.02,USD,internal,0,
TXN-16937459,2026-02-04T14:22:00.187276,ACC-0850-MXFO,ACC-7787-USXO,119.54,USD,ach,0,
TXN-36056856,2026-03-23T11:16:00.187276,ACC-7226-BBFO,ACC-0941-FUKL,5132.49,USD,wire,0,
TXN-11861548,2026-04-19T04:06:00.187276,ACC-2260-RBDT,ACC-7180-FWWO,10428.17,USD,swift,0,
TXN-91303681,2026-05-02T10:59:00.187276,ACC-6325-GLSU,ACC-4048-YPOO,6909.78,USD,swift,0,
TXN-56767573,2026-05-07T19:40:00.187276,ACC-0499-CKYW,ACC-0712-LKHL,9523.24,USD,ach,0,
TXN-68009287,2026-05-31T17:24:00.187276,ACC-9500-KEMX,ACC-6819-TKHS,7771.74,USD,wire,0,
TXN-74691041,2026-06-06T03:25:00.187276,ACC-9680-LSCO,ACC-1586-BRCN,11244.38,USD,internal,0,
TXN-52795428,2025-12-28T13:09:00.187276,ACC-6078-HYTP,ACC-6819-TKHS,3317.56,USD,internal,0,
TXN-02373474,2026-01-24T18:53:00.187276,ACC-4185-ASUS,ACC-1304-IHKT,11069.83,USD,ach,0,
TXN-69631050,2026-02-08T03:23:00.187276,ACC-3315-VVSM,ACC-1326-USAH,5372.61,USD,wire,0,
TXN-45274966,2026-01-07T21:53:00.187276,ACC-7230-ENSG,ACC-5602-HIUK,149.02,USD,wire,0,
TXN-04426298,2026-04-11T06:49:00.187276,ACC-2260-RBDT,ACC-2149-VUDK,7387.54,USD,internal,0,
TXN-57195643,2026-03-20T02:58:00.187276,ACC-4283-KWUY,ACC-6849-GUOW,11999.09,USD,swift,0,
TXN-36911560,2026-04-25T20:42:00.187276,ACC-4048-YPOO,ACC-4976-XHSF,6885.08,USD,wire,0,
TXN-60718562,2026-06-05T11:39:00.187276,ACC-5970-VIPZ,ACC-1712-VODY,3200.75,USD,wire,0,
TXN-97958177,2026-03-02T06:49:00.187276,ACC-2446-IMOY,ACC-2161-ZAAB,3979.59,USD,internal,0,
TXN-96749487,2026-04-08T14:31:00.187276,ACC-3360-OWCI,ACC-7701-XHLG,3197.46,USD,internal,0,
TXN-49136504,2026-03-12T07:27:00.187276,ACC-9614-XKQA,ACC-2492-KRUJ,14690.12,USD,ach,0,
TXN-02099368,2026-01-03T18:27:00.187276,ACC-2996-WTSL,ACC-1968-NBYW,12851.82,USD,ach,0,
TXN-89125319,2026-01-15T18:19:00.187276,ACC-5970-VIPZ,ACC-6527-FWXK,6351.73,USD,ach,0,
TXN-69688778,2026-05-19T11:44:00.187276,ACC-4850-YYUJ,ACC-7725-MTMH,3802.06,USD,wire,0,
TXN-07051178,2026-03-19T22:54:00.187276,ACC-3480-KKBG,ACC-2563-POZA,7174.26,USD,wire,0,
TXN-84850136,2026-04-03T18:31:00.187276,ACC-2498-ROZQ,ACC-3360-OWCI,8384.5,USD,internal,0,
TXN-27320961,2026-03-06T19:36:00.187276,ACC-2212-TFGZ,ACC-5586-JMMG,3024.42,USD,ach,0,
TXN-69366914,2026-02-19T06:30:00.187276,ACC-4850-YYUJ,ACC-4048-YPOO,11061.07,USD,wire,0,
TXN-24555876,2026-03-16T14:28:00.187276,ACC-0934-LJFL,ACC-0570-RYGX,9626.68,USD,internal,0,
TXN-00441800,2026-03-26T15:49:00.187276,ACC-3216-JNUZ,ACC-2456-LPEI,2471.89,USD,ach,0,
TXN-52373595,2026-02-27T05:51:00.187276,ACC-6849-IHCP,ACC-5673-LFQT,9687.43,USD,internal,0,
TXN-87499842,2026-04-01T06:57:00.187276,ACC-5068-KTBX,ACC-3661-ATVI,2551.41,USD,wire,0,
TXN-32660777,2026-01-10T18:25:00.187276,ACC-8766-UUNS,ACC-3508-LUMJ,2545.31,USD,wire,0,
TXN-55090633,2026-01-01T22:09:00.187276,ACC-1326-USAH,ACC-5037-BMXF,444.16,USD,swift,0,
TXN-66411392,2026-04-21T21:16:00.187276,ACC-4345-GDCM,ACC-8766-UUNS,9839.75,USD,swift,0,
TXN-41123713,2026-02-26T02:25:00.187276,ACC-4981-LFIU,ACC-0634-OPGP,1939.86,USD,ach,0,
TXN-90493603,2025-12-15T20:52:00.187276,ACC-7763-RRAB,ACC-4272-FVCX,7034.54,USD,internal,0,
TXN-85251346,2026-04-28T09:18:00.187276,ACC-1992-AVFL,ACC-6527-FWXK,8882.92,USD,swift,0,
TXN-35316062,2026-05-19T18:50:00.187276,ACC-0976-ZKPF,ACC-6849-GUOW,9614.81,USD,internal,0,
TXN-44091311,2026-03-07T10:44:00.187276,ACC-7022-XMNL,ACC-6474-RGRX,4652.63,USD,swift,0,
TXN-91254325,2026-02-12T23:29:00.187276,ACC-6344-OXGO,ACC-2428-YFEX,1203.8,USD,swift,1,smurfing
TXN-12789464,2026-02-22T19:59:00.187276,ACC-7172-GIQB,ACC-6124-BPTV,3506.67,USD,wire,0,
TXN-55633385,2026-04-28T06:22:00.187276,ACC-0021-ZDAL,ACC-8541-BAKI,5951.54,USD,ach,0,
TXN-79619075,2026-05-23T08:03:00.187276,ACC-1343-YUMZ,ACC-2456-LPEI,6362.48,USD,ach,0,
TXN-70726051,2026-04-20T15:01:00.187276,ACC-0358-QCKT,ACC-1343-YUMZ,9744.43,USD,internal,0,
TXN-32339727,2026-03-24T02:04:00.187276,ACC-2149-VUDK,ACC-0634-OPGP,117915.08,USD,ach,1,large_transfer|off_hours
TXN-91999572,2026-02-28T01:19:00.187276,ACC-5842-NZFN,ACC-0570-RYGX,90379.27,USD,ach,1,large_transfer|off_hours
TXN-18729550,2025-12-31T23:10:00.187276,ACC-0597-MQZU,ACC-0640-NKQH,4708.07,USD,swift,0,
TXN-39465303,2026-03-14T09:54:00.187276,ACC-7229-BQGW,ACC-2456-LPEI,12661.02,USD,ach,0,
TXN-46028596,2025-12-23T03:59:00.187276,ACC-5602-HIUK,ACC-4944-FXJX,2764.98,USD,internal,0,
TXN-29825572,2026-03-15T19:17:00.187276,ACC-3315-VVSM,ACC-5003-COSZ,11579.82,USD,swift,0,
TXN-45657164,2026-02-10T18:12:00.187276,ACC-2506-PTOT,ACC-6018-ESKO,10006.82,USD,ach,0,
TXN-14478203,2026-04-09T07:53:00.187276,ACC-6819-TKHS,ACC-4345-GDCM,9456.01,USD,wire,0,
TXN-24845795,2026-04-28T11:17:00.187276,ACC-5732-RWSY,ACC-7725-MTMH,3020.92,USD,wire,0,
TXN-51525899,2026-05-28T01:17:00.187276,ACC-0976-ZKPF,ACC-0788-KGMR,275.26,USD,internal,0,
TXN-95619612,2026-05-06T22:35:00.187276,ACC-5970-VIPZ,ACC-5900-CNXF,8737.1,USD,swift,0,
TXN-07798975,2026-06-03T14:19:00.187276,ACC-7022-XMNL,ACC-0153-GUNW,2407.59,USD,wire,0,
TXN-27317367,2026-06-02T14:31:00.187276,ACC-6047-IZOL,ACC-4490-DZNU,943.64,USD,ach,0,
TXN-34680440,2026-06-06T13:00:00.187276,ACC-4850-YYUJ,ACC-1124-SOAJ,4785.26,USD,internal,0,
TXN-26190172,2026-03-31T03:22:00.187276,ACC-4898-SNZB,ACC-9820-FVJQ,55923.28,USD,swift,1,large_transfer|off_hours
TXN-38448267,2026-01-26T13:21:00.187276,ACC-6819-TKHS,ACC-6247-NKGO,7052.5,USD,ach,0,
TXN-94272298,2025-12-26T11:19:00.187276,ACC-1343-YUMZ,ACC-0783-QPQL,5538.33,USD,wire,0,
TXN-25292158,2026-05-21T11:34:00.187276,ACC-7412-BCEU,ACC-1326-USAH,12859.6,USD,ach,0,
TXN-08979099,2026-03-01T18:14:00.187276,ACC-5586-JMMG,ACC-2428-YFEX,2888.55,USD,swift,0,
TXN-92541133,2026-04-28T23:49:00.187276,ACC-5623-LIPJ,ACC-9041-VDOL,4864.26,USD,wire,0,
TXN-49781594,2026-04-21T04:14:00.187276,ACC-2149-VUDK,ACC-6474-RGRX,9872.62,USD,swift,1,structuring|off_hours
TXN-93235060,2026-04-22T14:54:00.187276,ACC-5037-BMXF,ACC-4444-PWOU,3349.81,USD,wire,0,
TXN-12498160,2025-12-12T01:51:00.187276,ACC-8766-UUNS,ACC-9715-GQPO,12025.25,USD,wire,0,
TXN-50417535,2026-03-11T12:57:00.187276,ACC-9715-GQPO,ACC-6325-GLSU,11924.03,USD,wire,0,
TXN-39242632,2026-05-15T03:43:00.187276,ACC-0120-ZCJY,ACC-3993-TGSA,9077.86,USD,swift,1,structuring|off_hours
TXN-63494777,2026-01-26T01:43:00.187276,ACC-1481-BDWR,ACC-0634-OPGP,14215.18,USD,swift,0,
TXN-96384036,2026-01-05T15:46:00.187276,ACC-9031-FJTH,ACC-6439-UBCZ,9995.37,USD,wire,0,
TXN-33464518,2026-01-20T00:45:00.187276,ACC-6325-GLSU,ACC-1370-ISNN,2414.74,USD,swift,0,
TXN-29814519,2026-03-09T05:45:00.187276,ACC-7763-RRAB,ACC-0597-MQZU,6214.53,USD,swift,0,
TXN-02372576,2026-03-01T14:25:00.187276,ACC-0303-UHBZ,ACC-3597-KHOD,11497.34,USD,internal,0,
TXN-16844516,2026-03-11T09:38:00.187276,ACC-3579-PZUP,ACC-5732-RWSY,568.21,USD,internal,0,
TXN-00332966,2026-05-09T19:43:00.187276,ACC-0788-KGMR,ACC-3579-PZUP,4539.99,USD,ach,0,
TXN-52317526,2026-02-01T05:11:00.187276,ACC-4668-ELIB,ACC-2149-VUDK,13790.73,USD,ach,0,
TXN-85622361,2026-01-01T20:39:00.187276,ACC-4610-MBAA,ACC-3315-VVSM,5537.89,USD,ach,0,
TXN-87189121,2026-02-06T04:01:00.187276,ACC-9614-XKQA,ACC-2498-ROZQ,8557.52,USD,ach,0,
TXN-03227327,2025-12-28T18:30:00.187276,ACC-4600-SXTZ,ACC-0976-ZKPF,12394.29,USD,wire,0,
TXN-62848672,2026-05-10T15:29:00.187276,ACC-0634-OPGP,ACC-7099-CPXC,583.88,USD,swift,1,smurfing
TXN-38879328,2026-03-24T23:05:00.187276,ACC-6001-GSVS,ACC-5673-LFQT,13933.36,USD,swift,0,
TXN-64842033,2025-12-22T04:43:00.187276,ACC-5842-NZFN,ACC-4283-KWUY,9149.43,USD,swift,1,structuring|off_hours
TXN-39026118,2026-04-02T14:46:00.187276,ACC-3860-DKYE,ACC-1968-NBYW,4382.26,USD,swift,0,
TXN-57523985,2026-01-14T23:31:00.187276,ACC-9614-XKQA,ACC-9820-FVJQ,787.2,USD,swift,0,
TXN-18194380,2026-02-13T21:35:00.187276,ACC-3408-YCHF,ACC-8620-EARQ,2066.32,USD,ach,0,
TXN-58778031,2026-04-12T07:51:00.187276,ACC-0021-ZDAL,ACC-5602-HIUK,14956.33,USD,ach,0,
TXN-04049675,2026-02-08T21:27:00.187276,ACC-6819-TKHS,ACC-2422-WJCT,13865.86,USD,wire,0,
TXN-52756627,2026-01-06T16:36:00.187276,ACC-0712-LKHL,ACC-9392-BWPD,4845.04,USD,wire,0,
TXN-93016955,2026-02-25T00:32:00.187276,ACC-4981-LFIU,ACC-1609-VIVQ,2229.99,USD,wire,0,
TXN-67216060,2026-02-06T01:53:00.187276,ACC-6780-LMDA,ACC-2731-RKFN,11106.75,USD,ach,0,
TXN-21865832,2026-05-16T00:05:00.187276,ACC-0926-ANOM,ACC-5970-VIPZ,5181.91,USD,wire,0,
TXN-24620297,2026-02-25T02:40:00.187276,ACC-9841-XCIO,ACC-3400-ZCRC,162553.27,USD,wire,1,large_transfer|off_hours
TXN-32297855,2026-03-15T14:07:00.187276,ACC-3400-ZCRC,ACC-2563-POZA,2596.28,USD,internal,0,
TXN-56649721,2026-01-29T17:49:00.187276,ACC-6018-ESKO,ACC-2260-RBDT,14180.39,USD,wire,0,
TXN-21583451,2026-03-18T16:27:00.187276,ACC-9254-HTKO,ACC-7229-BQGW,12971.02,USD,wire,0,
TXN-26158392,2026-02-21T15:34:00.187276,ACC-7701-XHLG,ACC-0986-PEOK,14650.35,USD,wire,0,
TXN-42746884,2026-02-27T11:05:00.187276,ACC-7022-XMNL,ACC-7937-EVBY,3023.18,USD,swift,0,
TXN-28171306,2026-05-01T17:11:00.187276,ACC-6344-OXGO,ACC-3993-TGSA,1090.1,USD,internal,1,smurfing
TXN-84284686,2026-05-18T04:25:00.187276,ACC-7226-BBFO,ACC-2149-VUDK,12187.8,USD,internal,0,
TXN-64932477,2026-03-17T19:45:00.187276,ACC-7753-YQDB,ACC-0934-LJFL,5159.7,USD,swift,0,
TXN-24379629,2026-05-25T23:15:00.187276,ACC-9209-SNGQ,ACC-1712-VODY,9206.1,USD,ach,0,
TXN-21512623,2026-03-25T02:46:00.187276,ACC-7391-EZJG,ACC-5673-LFQT,4972.81,USD,ach,0,
TXN-64475865,2026-01-30T15:18:00.187276,ACC-4048-YPOO,ACC-9592-QVZL,12945.69,USD,internal,0,
TXN-88744172,2026-06-03T18:07:00.187276,ACC-4356-SSZP,ACC-1968-NBYW,14935.5,USD,ach,0,
TXN-01461905,2026-05-25T14:08:00.187276,ACC-0499-CKYW,ACC-7230-ENSG,8017.78,USD,wire,0,
TXN-13546816,2026-01-25T06:03:00.187276,ACC-4613-OTIS,ACC-8620-EARQ,4814.38,USD,swift,0,
TXN-07041393,2026-03-24T04:38:00.187276,ACC-5732-RWSY,ACC-6001-GSVS,4143.25,USD,ach,0,
TXN-15746604,2026-01-04T01:21:00.187276,ACC-3993-TGSA,ACC-3473-RBKV,9266.6,USD,internal,1,structuring|off_hours
TXN-74458964,2025-12-29T17:59:00.187276,ACC-7226-BBFO,ACC-5673-LFQT,7058.01,USD,internal,0,
TXN-82351498,2026-01-25T07:41:00.187276,ACC-6551-YGBG,ACC-2446-IMOY,3432.78,USD,swift,0,
TXN-76433704,2025-12-12T03:36:00.187276,ACC-9020-XNJH,ACC-9592-QVZL,11378.76,USD,wire,0,
TXN-29594931,2026-01-23T10:05:00.187276,ACC-4668-ELIB,ACC-0788-KGMR,13008.28,USD,ach,0,
TXN-35967491,2026-03-28T01:59:00.187276,ACC-4898-SNZB,ACC-1586-BRCN,135790.17,USD,wire,1,large_transfer|off_hours
TXN-01603383,2026-04-03T10:02:00.187276,ACC-7561-RVOL,ACC-2750-KPNZ,8091.14,USD,wire,0,
TXN-38067765,2026-04-30T07:43:00.187276,ACC-5037-BMXF,ACC-9392-BWPD,4403.13,USD,swift,0,
TXN-88348280,2026-02-24T04:39:00.187276,ACC-8060-APOY,ACC-1992-AVFL,13789.54,USD,ach,0,
TXN-32170049,2026-04-06T15:38:00.187276,ACC-7226-BBFO,ACC-2731-RKFN,2737.58,USD,ach,0,
TXN-92132358,2026-03-19T08:30:00.187276,ACC-7937-EVBY,ACC-5623-LIPJ,8875.22,USD,ach,0,
TXN-77317439,2026-04-03T21:26:00.187276,ACC-6987-MLVW,ACC-6047-IZOL,11957.47,USD,wire,0,
TXN-71091970,2025-12-31T22:55:00.187276,ACC-2498-ROZQ,ACC-8766-UUNS,7881.07,USD,swift,0,
TXN-70939510,2026-04-18T14:20:00.187276,ACC-7701-XHLG,ACC-6884-GBRS,11535.49,USD,internal,0,
TXN-48792718,2026-05-02T17:05:00.187276,ACC-0934-LJFL,ACC-6527-FWXK,11548.89,USD,wire,0,
TXN-08297385,2026-03-26T04:29:00.187276,ACC-1515-PFEI,ACC-6849-IHCP,9415.47,USD,wire,0,
TXN-06915936,2026-01-11T01:10:00.187276,ACC-2662-WECQ,ACC-5970-VIPZ,6906.71,USD,swift,0,
TXN-73053365,2026-04-26T19:48:00.187276,ACC-7180-FWWO,ACC-2735-MMIK,8853.49,USD,swift,0,
TXN-58179865,2026-04-04T08:38:00.187276,ACC-3993-TGSA,ACC-8462-PUQY,142964.91,USD,ach,1,large_transfer
TXN-40746420,2025-12-21T01:19:00.187276,ACC-6474-RGRX,ACC-0120-ZCJY,136713.91,USD,wire,1,large_transfer|off_hours
TXN-34778917,2026-01-05T08:21:00.187276,ACC-2280-VMVP,ACC-1992-AVFL,9930.82,USD,ach,0,
TXN-91775416,2026-04-04T18:47:00.187276,ACC-5900-CNXF,ACC-7022-XMNL,11539.25,USD,internal,0,
TXN-72416473,2026-03-13T04:02:00.187276,ACC-1304-IHKT,ACC-5037-BMXF,1206.23,USD,ach,1,off_hours|smurfing
TXN-12077563,2026-06-05T01:49:00.187276,ACC-0634-OPGP,ACC-0499-CKYW,158611.12,USD,internal,1,large_transfer|off_hours
TXN-06953417,2026-03-28T15:04:00.187276,ACC-6124-BPTV,ACC-7787-USXO,14925.61,USD,internal,0,
TXN-39122765,2026-01-11T14:46:00.187276,ACC-7655-VOZN,ACC-1304-IHKT,7412.94,USD,ach,0,
TXN-17281668,2026-05-14T02:55:00.187276,ACC-9592-QVZL,ACC-8462-PUQY,1817.2,USD,swift,0,
TXN-64261158,2026-05-17T22:57:00.187276,ACC-0192-FUHU,ACC-9473-UQMZ,6239.92,USD,internal,0,
TXN-40450354,2026-03-08T13:01:00.187276,ACC-5970-VIPZ,ACC-3993-TGSA,3057.75,USD,internal,0,
TXN-97521669,2026-02-11T21:29:00.187276,ACC-1326-USAH,ACC-0457-OFHM,11517.14,USD,wire,0,
TXN-24054355,2026-06-02T05:31:00.187276,ACC-1481-BDWR,ACC-5602-HIUK,14403.69,USD,ach,0,
TXN-03539505,2026-01-27T06:03:00.187276,ACC-8620-EARQ,ACC-3597-YYKC,13746.64,USD,wire,0,
TXN-09907721,2026-05-22T23:40:00.187276,ACC-9031-FJTH,ACC-8851-TRSL,13444.13,USD,swift,0,
TXN-47668018,2026-03-24T18:13:00.187276,ACC-0457-OFHM,ACC-7226-BBFO,10888.21,USD,internal,0,
TXN-79913432,2026-04-30T12:11:00.187276,ACC-4048-YPOO,ACC-4739-QGFO,12003.05,USD,internal,0,
TXN-98368237,2025-12-24T23:27:00.187276,ACC-6325-GLSU,ACC-3597-KHOD,9416.34,USD,ach,0,
TXN-90604925,2026-05-04T14:34:00.187276,ACC-5393-LCZP,ACC-5508-YSNF,4658.81,USD,internal,0,
TXN-78873544,2025-12-17T03:36:00.187276,ACC-7180-FWWO,ACC-0597-MQZU,6806.0,USD,internal,0,
TXN-11089191,2026-02-02T11:29:00.187276,ACC-9473-UQMZ,ACC-1587-WKZR,11677.97,USD,wire,0,
TXN-06945695,2026-04-01T11:11:00.187276,ACC-7226-BBFO,ACC-9794-NASO,2893.66,USD,swift,0,
TXN-32064774,2026-04-22T04:59:00.187276,ACC-1760-IAHC,ACC-2750-KPNZ,10166.92,USD,ach,0,
TXN-29622457,2026-01-30T18:12:00.187276,ACC-9209-SNGQ,ACC-9669-ZKOC,111.44,USD,wire,0,
TXN-64957505,2026-06-02T15:05:00.187276,ACC-6018-ESKO,ACC-6884-GBRS,1591.39,USD,internal,0,
TXN-78794370,2025-12-14T13:58:00.187276,ACC-2735-MMIK,ACC-0457-OFHM,3048.3,USD,internal,0,
TXN-97399965,2026-02-17T12:30:00.187276,ACC-9020-XNJH,ACC-5393-LCZP,4126.18,USD,ach,0,
TXN-01240673,2026-02-16T22:10:00.187276,ACC-0021-ZDAL,ACC-9031-FJTH,1580.51,USD,internal,0,
TXN-77285857,2026-04-28T05:27:00.187276,ACC-2280-VMVP,ACC-6344-OXGO,3710.13,USD,wire,0,
TXN-48998028,2026-02-26T15:07:00.187276,ACC-4981-LFIU,ACC-3400-ZCRC,1994.61,USD,swift,0,
